-2.23934X ;3.47196X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;0.999999x ;3x ;1,20343e-12; x ;1x ;45x ;0.999992x ;3x ;2,52331e-10; x ;1x ;102x ;102x 
-1.97665X ;-4.9664X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;3,67619e-13; x ;1x ;38x ;0.999997x ;2.99999x ;4,35141e-10; x ;1x ;110x ;110x 
2.64556X ;1.0265X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;3,87721e-13; x ;1x ;42x ;1.00001x ;2.99999x ;7,15637e-11; x ;1x ;100x ;100x 
0.585152X ;5.56807X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;3,82696e-13; x ;1x ;34x ;0.999999x ;3.00001x ;2,57576e-10; x ;1x ;100x ;100x 
4.49285X ;7.30006X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;5,05661e-13; x ;1x ;41x ;1.00001x ;3.00001x ;6,00469e-10; x ;1x ;106x ;106x 
7.77103X ;-5.34198X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;0.999999x ;3x ;4,87436e-13; x ;1x ;33x ;1x ;2.99999x ;5,93101e-11; x ;1x ;112x ;112x 
-7.89852X ;5.99536X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;nanx ;nanx ;nan; x ;1x ;10001x ;0.999993x ;3x ;1,39077e-10; x ;1x ;111x ;111x 
-1.29992X ;9.29645X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;9,84184e-13; x ;1x ;51x ;0.999997x ;3.00001x ;1,43224e-10; x ;1x ;108x ;108x 
-7.7951X ;5.40296X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;3,06641e-13; x ;1x ;33x ;0.999992x ;3x ;1,94606e-10; x ;1x ;110x ;110x 
-3.67608X ;-3.24615X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;5,21755e-13; x ;1x ;33x ;0.999995x ;2.99999x ;5,48388e-10; x ;1x ;109x ;109x 
-9.92375X ;-4.33824X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;3,74065e-13; x ;1x ;35x ;0.999993x ;3x ;5,52438e-10; x ;1x ;113x ;113x 
-9.81308X ;-7.30912X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;0.999999x ;3x ;7,13863e-13; x ;1x ;28x ;0.999994x ;2.99999x ;5,69904e-10; x ;1x ;114x ;114x 
7.39748X ;6.38014X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;3,38676e-13; x ;1x ;37x ;1.00001x ;3x ;5,72192e-10; x ;1x ;108x ;108x 
5.59514X ;3.83308X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;3,20199e-13; x ;1x ;36x ;1.00001x ;3x ;3,95826e-10; x ;1x ;105x ;105x 
-3.22202X ;-8.65968X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;1,06018e-12; x ;1x ;38x ;0.999997x ;2.99999x ;4,26169e-10; x ;1x ;113x ;113x 
3.66712X ;0.649231X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;6,48273e-13; x ;1x ;23x ;1.00001x ;2.99999x ;6,16228e-11; x ;1x ;103x ;103x 
2.73366X ;9.98919X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;0.999999x ;3x ;5,46589e-13; x ;1x ;37x ;1x ;3.00001x ;4,68807e-10; x ;1x ;108x ;108x 
2.56966X ;4.32306X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;4,9427e-13; x ;1x ;31x ;1.00001x ;3x ;4,952e-10; x ;1x ;99x ;99x 
2.88346X ;0.472217X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;4,05664e-13; x ;1x ;31x ;1x ;2.99999x ;7,07737e-11; x ;1x ;102x ;102x 
-8.56356X ;-1.59021X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;0.999999x ;3x ;6,22894e-13; x ;1x ;38x ;0.999993x ;3x ;5,5855e-10; x ;1x ;111x ;111x 
2.35825X ;9.57032X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;2,50945e-13; x ;1x ;37x ;1x ;3.00001x ;3,90178e-10; x ;1x ;108x ;108x 
0.395574X ;-9.171X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;4,39719e-13; x ;1x ;37x ;1x ;2.99999x ;2,93723e-10; x ;1x ;113x ;113x 
8.28563X ;5.29282X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;5,70028e-13; x ;1x ;38x ;1.00001x ;3x ;4,33488e-10; x ;1x ;109x ;109x 
1.2216X ;-6.22856X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;0.999999x ;3x ;5,1929e-13; x ;1x ;42x ;1x ;2.99999x ;3,23375e-10; x ;1x ;110x ;110x 
-1.25674X ;1.4833X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;0.999999x ;3x ;9,56181e-13; x ;1x ;32x ;0.999994x ;3x ;5,07077e-10; x ;1x ;101x ;101x 
-0.0871844X ;4.42388X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;6,42713e-13; x ;1x ;30x ;0.999996x ;3.00001x ;6,21523e-11; x ;1x ;98x ;98x 
7.09648X ;1.30005X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;5,05497e-13; x ;1x ;32x ;1.00001x ;3x ;1,99481e-10; x ;1x ;107x ;107x 
-2.37762X ;-0.869814X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;nanx ;nanx ;nan; x ;1x ;10001x ;0.999995x ;2.99999x ;5,18997e-10; x ;1x ;106x ;106x 
-9.82328X ;8.05786X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;8,25645e-13; x ;1x ;55x ;0.999993x ;3x ;1,30487e-10; x ;1x ;112x ;112x 
-8.88447X ;-6.40828X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;0.999999x ;3x ;6,687e-13; x ;1x ;28x ;0.999994x ;2.99999x ;6,13973e-10; x ;1x ;113x ;113x 
1.3652X ;2.78013X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;3,51307e-13; x ;1x ;29x ;1.00001x ;3x ;9,71075e-11; x ;1x ;86x ;86x 
-9.15081X ;5.47266X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;0.999999x ;3x ;6,71693e-13; x ;1x ;33x ;0.999992x ;3x ;2,10847e-10; x ;1x ;111x ;111x 
0.958052X ;-6.87024X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;0.999999x ;3x ;7,24821e-13; x ;1x ;44x ;1x ;2.99999x ;2,99753e-10; x ;1x ;111x ;111x 
5.44666X ;4.73171X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;nanx ;nanx ;nan; x ;1x ;10001x ;1.00001x ;3x ;4,97252e-10; x ;1x ;105x ;105x 
4.02183X ;0.368796X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;0.999999x ;3x ;7,75271e-13; x ;1x ;28x ;1.00001x ;2.99999x ;6,09871e-11; x ;1x ;104x ;104x 
4.48014X ;4.22149X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;4,94146e-13; x ;1x ;37x ;1.00001x ;3x ;4,82136e-10; x ;1x ;103x ;103x 
-4.36186X ;0.591397X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;0.999999x ;3x ;6,60809e-13; x ;1x ;37x ;0.999993x ;3x ;4,69189e-10; x ;1x ;107x ;107x 
7.38095X ;-5.01278X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;0.999999x ;3x ;9,63698e-13; x ;1x ;32x ;1x ;2.99999x ;7,06388e-11; x ;1x ;111x ;111x 
-3.80347X ;3.19338X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;3,13327e-13; x ;1x ;42x ;0.999992x ;3x ;3,06416e-10; x ;1x ;105x ;105x 
8.82611X ;5.83448X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;4,77571e-13; x ;1x ;38x ;1.00001x ;3x ;4,13476e-10; x ;1x ;110x ;110x 
8.06032X ;-3.45566X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;6,22005e-13; x ;1x ;25x ;1.00001x ;2.99999x ;5,68337e-11; x ;1x ;111x ;111x 
7.34124X ;-0.689731X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;0.999999x ;3x ;8,96995e-13; x ;1x ;32x ;1.00001x ;3x ;8,35204e-11; x ;1x ;109x ;109x 
-6.07257X ;0.62269X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;0.999999x ;3x ;6,22978e-13; x ;1x ;38x ;0.999993x ;3x ;4,20799e-10; x ;1x ;109x ;109x 
9.35404X ;-5.87187X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;1,03186e-12; x ;1x ;25x ;1.00001x ;2.99999x ;5,4824e-11; x ;1x ;113x ;113x 
4.32444X ;4.82914X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;5,72172e-13; x ;1x ;35x ;1.00001x ;3x ;5,70083e-10; x ;1x ;103x ;103x 
8.23769X ;7.52622X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;7,73949e-13; x ;1x ;34x ;1.00001x ;3x ;4,94418e-10; x ;1x ;110x ;110x 
3.06524X ;3.91273X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;3,59489e-13; x ;1x ;36x ;1.00001x ;3x ;5,33119e-10; x ;1x ;99x ;99x 
-7.74918X ;-0.0478807X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;0.999999x ;3x ;8,19554e-13; x ;1x ;38x ;0.999992x ;3x ;5,07118e-10; x ;1x ;110x ;110x 
4.6944X ;-9.56658X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;4,90354e-13; x ;1x ;33x ;1x ;2.99999x ;1,78295e-10; x ;1x ;113x ;113x 
4.8543X ;7.33623X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;4,77313e-13; x ;1x ;36x ;1.00001x ;3.00001x ;5,13252e-10; x ;1x ;107x ;107x 
4.06182X ;-2.16783X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;0.999999x ;3x ;9,73743e-13; x ;1x ;32x ;1x ;2.99999x ;9,1472e-11; x ;1x ;107x ;107x 
-5.32694X ;6.19681X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;4,40647e-13; x ;1x ;49x ;0.999993x ;3x ;1,17713e-10; x ;1x ;108x ;108x 
4.84252X ;2.53448X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;8,53104e-13; x ;1x ;50x ;1.00001x ;3x ;2,21764e-10; x ;1x ;104x ;104x 
-3.43581X ;-8.75573X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;6,67732e-13; x ;1x ;38x ;0.999997x ;2.99999x ;4,42241e-10; x ;1x ;113x ;113x 
4.11802X ;4.25037X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;3,06472e-13; x ;1x ;47x ;1.00001x ;3x ;5,34673e-10; x ;1x ;102x ;102x 
0.180416X ;7.33001X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;3,82657e-13; x ;1x ;52x ;0.999999x ;3.00001x ;1,94731e-10; x ;1x ;105x ;105x 
-8.54715X ;-9.79255X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;6,08335e-13; x ;1x ;34x ;0.999996x ;2.99999x ;4,94804e-10; x ;1x ;115x ;115x 
1.85677X ;0.331826X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;3,99956e-13; x ;1x ;31x ;1x ;2.99999x ;1,65309e-10; x ;1x ;101x ;101x 
2.32126X ;0.519047X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;3,55237e-13; x ;1x ;42x ;1x ;2.99999x ;1,04652e-10; x ;1x ;101x ;101x 
5.50021X ;-5.41001X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;0.999999x ;3x ;9,08374e-13; x ;1x ;52x ;1x ;2.99999x ;9,29804e-11; x ;1x ;111x ;111x 
0.656331X ;2.88181X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;2,72947e-13; x ;1x ;34x ;0.999993x ;3x ;4,64165e-10; x ;1x ;85x ;85x 
5.35337X ;-8.36423X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;4,50787e-13; x ;1x ;54x ;1x ;2.99999x ;1,26348e-10; x ;1x ;113x ;113x 
-1.33595X ;-9.28997X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;6,73247e-13; x ;1x ;37x ;0.999999x ;2.99999x ;3,70999e-10; x ;1x ;113x ;113x 
9.94605X ;3.23015X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;8,51665e-13; x ;1x ;36x ;1.00001x ;3x ;3,29041e-10; x ;1x ;110x ;110x 
-2.28774X ;6.44762X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;0.999999x ;3x ;6,05305e-13; x ;1x ;24x ;0.999994x ;3.00001x ;6,46077e-11; x ;1x ;105x ;105x 
7.00055X ;7.50827X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;3,80552e-13; x ;1x ;33x ;1.00001x ;3x ;5,07633e-10; x ;1x ;109x ;109x 
1.49069X ;0.335473X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;3,48724e-13; x ;1x ;37x ;1x ;2.99999x ;2,06797e-10; x ;1x ;101x ;101x 
-1.70238X ;0.00805949X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;0.999999x ;3x ;9,67961e-13; x ;1x ;31x ;0.999995x ;2.99999x ;5,34135e-10; x ;1x ;104x ;104x 
7.51296X ;-4.64187X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;nanx ;nanx ;nan; x ;1x ;10001x ;1.00001x ;2.99999x ;6,47356e-11; x ;1x ;111x ;111x 
7.26459X ;-4.70295X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;0.999999x ;3x ;8,51593e-13; x ;1x ;33x ;1x ;2.99999x ;6,5311e-11; x ;1x ;111x ;111x 
-3.36224X ;0.192815X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;0.999999x ;3x ;9,00786e-13; x ;1x ;33x ;0.999994x ;3x ;5,10278e-10; x ;1x ;106x ;106x 
-4.95097X ;-0.343718X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;3,19128e-13; x ;1x ;36x ;0.999993x ;3x ;5,16124e-10; x ;1x ;108x ;108x 
-2.19047X ;-2.80839X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;4,49157e-13; x ;1x ;36x ;0.999996x ;2.99999x ;4,84111e-10; x ;1x ;108x ;108x 
-9.72473X ;-0.955094X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;0.999999x ;3x ;7,94492e-13; x ;1x ;38x ;0.999993x ;3x ;4,6984e-10; x ;1x ;112x ;112x 
3.74842X ;2.73836X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;3,14062e-13; x ;1x ;36x ;1.00001x ;3x ;2,5499e-10; x ;1x ;101x ;101x 
6.43562X ;9.46352X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;0.999999x ;3x ;6,01793e-13; x ;1x ;33x ;1x ;3.00001x ;5,03299e-10; x ;1x ;110x ;110x 
7.13218X ;-4.35967X ;-nan(ind)x ;-nan(ind)x ;-nan(ind); x ;1x ;10001x ;1x ;3x ;2,77335e-13; x ;1x ;42x ;1x ;2.99999x ;5,97731e-11; x ;1x ;111x ;111x 
-4.58544X ;-3.75064X ;1x ;3x ;1,14104e-11; x ;4167x ;52x ;1x ;3x ;3,12897e-11; x ;2369x ;33x ;1x ;3x ;3,57706e-24; x ;91x ;3x ;3x 
-4.59592X ;-1.96068X ;1x ;3x ;9,00612e-12; x ;3263x ;40x ;0.999995x ;3x ;4,92101e-11; x ;2859x ;36x ;1x ;3x ;2,61842e-24; x ;91x ;3x ;3x 
-8.09981X ;-1.56255X ;1x ;3x ;1,0513e-12; x ;819x ;11x ;1x ;3x ;2,50082e-12; x ;1123x ;14x ;1x ;3x ;4,43539e-24; x ;91x ;3x ;3x 
4.96125X ;2.40246X ;1x ;3x ;1,2685e-11; x ;2989x ;38x ;1x ;3x ;3,94771e-11; x ;1445x ;24x ;1x ;3x ;3,20152e-25; x ;111x ;3x ;3x 
-6.4509X ;-2.09338X ;0.999998x ;3x ;1,03479e-11; x ;2309x ;31x ;0.999999x ;3x ;2,73077e-12; x ;987x ;16x ;1x ;3x ;3,70783e-24; x ;91x ;3x ;3x 
-6.78032X ;-9.25205X ;0.999998x ;3x ;7,11365e-12; x ;3575x ;45x ;1x ;3x ;4,4864e-13; x ;849x ;16x ;1x ;3x ;9,47621e-24; x ;91x ;3x ;3x 
3.49263X ;-7.24229X ;1x ;3x ;8,90816e-12; x ;3415x ;43x ;1x ;3x ;1,814e-13; x ;1041x ;19x ;1x ;3x ;1,83296e-24; x ;91x ;3x ;3x 
6.27797X ;-1.57078X ;1x ;3x ;7,07173e-12; x ;5027x ;63x ;1x ;3x ;4,37269e-13; x ;923x ;15x ;1x ;3x ;2,64872e-25; x ;91x ;3x ;3x 
2.35255X ;-2.13144X ;1x ;3x ;9,07809e-12; x ;3113x ;40x ;0.999999x ;3x ;6,66453e-12; x ;965x ;14x ;1x ;3x ;4,45572e-25; x ;91x ;3x ;3x 
5.96187X ;-8.45546X ;0.999998x ;3x ;1,13518e-11; x ;4295x ;54x ;1x ;3x ;2,50492e-13; x ;1211x ;18x ;1x ;3x ;1,69367e-24; x ;91x ;3x ;3x 
2.99685X ;1.87578X ;0.999998x ;3x ;1,00815e-11; x ;3767x ;47x ;1x ;3x ;1,93457e-13; x ;599x ;16x ;1x ;3x ;5,99261e-13; x ;61x ;2x ;2x 
-7.3986X ;-5.16863X ;1x ;3x ;9,16797e-12; x ;2987x ;37x ;1x ;3x ;9,63017e-12; x ;2161x ;30x ;1x ;3x ;6,44107e-24; x ;91x ;3x ;3x 
-2.58337X ;3.60194X ;0.999998x ;3x ;9,32449e-12; x ;2989x ;38x ;1x ;3x ;5,23894e-13; x ;847x ;15x ;0.999999x ;3x ;3,52152e-12; x ;61x ;2x ;2x 
-5.85973X ;-6.13992X ;1x ;3x ;1,04595e-11; x ;2505x ;31x ;0.999999x ;3x ;5,37911e-13; x ;1119x ;15x ;1x ;3x ;6,02202e-24; x ;91x ;3x ;3x 
4.70985X ;-8.58732X ;1x ;3x ;1,01348e-11; x ;3391x ;43x ;0.999997x ;3x ;2,01977e-11; x ;1471x ;22x ;1x ;3x ;2,06442e-24; x ;91x ;3x ;3x 
-5.40453X ;-8.28147X ;0.999998x ;3x ;8,44148e-12; x ;3575x ;45x ;1x ;3x ;2,79439e-12; x ;1023x ;13x ;1x ;3x ;7,40616e-24; x ;91x ;3x ;3x 
-9.50858X ;0.960636X ;1x ;3x ;7,22539e-12; x ;2443x ;31x ;0.999996x ;3x ;2,679e-11; x ;3301x ;45x ;1x ;3x ;3,87999e-24; x ;91x ;3x ;3x 
-8.44054X ;6.65536X ;0.999998x ;3x ;8,97292e-12; x ;3325x ;43x ;0.999999x ;3x ;3,11312e-12; x ;2989x ;39x ;1x ;3x ;1,23293e-24; x ;91x ;3x ;3x 
1.12291X ;-2.02887X ;0.999998x ;3x ;9,33254e-12; x ;2183x ;28x ;0.999999x ;3x ;4,52213e-13; x ;1395x ;17x ;1x ;3x ;6,35666e-25; x ;91x ;3x ;3x 
4.56001X ;5.22865X ;0.999998x ;3x ;7,00826e-12; x ;3161x ;40x ;1x ;3x ;2,89905e-12; x ;1087x ;19x ;1x ;3x ;7,93223e-25; x ;91x ;3x ;3x 
7.73577X ;8.57302X ;1x ;3x ;1,13621e-11; x ;4167x ;52x ;1x ;3x ;6,62849e-15; x ;1615x ;22x ;1x ;3x ;3,55809e-24; x ;91x ;3x ;3x 
5.43238X ;9.52814X ;0.999998x ;3x ;7,47276e-12; x ;2381x ;31x ;1x ;3x ;2,03608e-14; x ;953x ;14x ;1x ;3x ;2,83169e-24; x ;91x ;3x ;3x 
-2.62471X ;-1.00922X ;1x ;3x ;1,13233e-11; x ;3891x ;49x ;1x ;3x ;2,89655e-11; x ;1775x ;26x ;1x ;3x ;1,37085e-24; x ;91x ;3x ;3x 
-4.47368X ;6.72214X ;0.999998x ;3x ;7,07656e-12; x ;5159x ;63x ;1x ;3x ;5,04396e-14; x ;1113x ;16x ;1x ;3x ;2,92939e-25; x ;91x ;3x ;3x 
-0.0737574X ;-8.74285X ;0.999998x ;3x ;9,65977e-12; x ;2493x ;31x ;0.999997x ;3x ;1,43751e-11; x ;1295x ;17x ;1x ;3x ;4,15643e-24; x ;103x ;3x ;3x 
-3.61383X ;-0.97139X ;1x ;3x ;7,20406e-12; x ;3261x ;40x ;1x ;3x ;1,66744e-12; x ;975x ;13x ;1x ;3x ;1,73388e-24; x ;91x ;3x ;3x 
-4.0679X ;-9.11258X ;1x ;3x ;8,99113e-12; x ;1491x ;19x ;1x ;3x ;4,90711e-14; x ;1481x ;19x ;1x ;3x ;7,05747e-24; x ;91x ;3x ;3x 
-4.1528X ;7.73957X ;1x ;3x ;6,44243e-12; x ;4089x ;51x ;0.999999x ;3x ;1,43442e-12; x ;807x ;13x ;1x ;3x ;2,5891e-25; x ;109x ;3x ;3x 
-3.80241X ;7.83816X ;1x ;3x ;1,16176e-11; x ;2299x ;30x ;1x ;3x ;7,84115e-14; x ;1961x ;25x ;1x ;3x ;2,42464e-25; x ;91x ;3x ;3x 
8.01639X ;-0.275462X ;0.999998x ;3x ;1,01694e-11; x ;4251x ;52x ;1x ;3x ;3,06282e-12; x ;3953x ;52x ;1x ;3x ;6,03731e-25; x ;91x ;3x ;3x 
-7.66825X ;-8.28312X ;1x ;3x ;1,09954e-11; x ;2561x ;31x ;1x ;3x ;4,39319e-14; x ;1143x ;15x ;1x ;3x ;9,36104e-24; x ;91x ;3x ;3x 
1.80705X ;-3.85663X ;1x ;3x ;1,20036e-11; x ;3211x ;40x ;1x ;3x ;5,74515e-16; x ;1061x ;16x ;1x ;3x ;1,01288e-24; x ;91x ;3x ;3x 
6.93466X ;2.16824X ;1x ;3x ;1,00322e-11; x ;3195x ;40x ;1x ;3x ;8,11716e-12; x ;939x ;16x ;1x ;3x ;7,31127e-25; x ;91x ;3x ;3x 
-2.00171X ;5.69164X ;1x ;3x ;1,62023e-11; x ;3801x ;47x ;1x ;3x ;5,78969e-13; x ;1623x ;18x ;1x ;3x ;8,67723e-26; x ;91x ;3x ;3x 
-5.45042X ;4.26928X ;0.999998x ;3x ;1,13557e-11; x ;3175x ;40x ;1x ;3x ;3,92585e-12; x ;2331x ;32x ;1x ;3x ;7,85737e-25; x ;79x ;3x ;3x 
6.32758X ;1.46004X ;1x ;3x ;1,57632e-11; x ;3007x ;39x ;1x ;3x ;8,75506e-13; x ;825x ;15x ;1x ;3x ;4,60737e-25; x ;117x ;3x ;3x 
-2.19805X ;-2.56484X ;0.999998x ;3x ;9,81055e-12; x ;3295x ;42x ;0.999999x ;3x ;2,07261e-12; x ;1827x ;22x ;1x ;3x ;1,81596e-24; x ;91x ;3x ;3x 
4.20832X ;6.60929X ;1x ;3x ;7,93965e-12; x ;3131x ;38x ;1x ;3x ;2,52339e-11; x ;2093x ;28x ;1x ;3x ;1,09125e-24; x ;91x ;3x ;3x 
3.45976X ;-5.31242X ;1x ;3x ;1,40216e-11; x ;3201x ;41x ;0.999999x ;3x ;2,24967e-12; x ;735x ;15x ;1x ;3x ;1,10699e-24; x ;91x ;3x ;3x 
-7.16624X ;-8.50681X ;1x ;3x ;1,15148e-11; x ;2481x ;32x ;1x ;3x ;1,10449e-13; x ;1479x ;19x ;1x ;3x ;9,11286e-24; x ;91x ;3x ;3x 
-6.10103X ;-9.82894X ;0.999999x ;3x ;1,7497e-12; x ;851x ;11x ;1x ;3x ;4,68252e-13; x ;1833x ;20x ;1x ;3x ;9,40541e-24; x ;91x ;3x ;3x 
-2.40438X ;8.69724X ;1x ;3x ;7,77873e-12; x ;4201x ;52x ;0.999998x ;3x ;1,03039e-11; x ;1841x ;26x ;1x ;3x ;3,39684e-25; x ;111x ;3x ;3x 
-4.32226X ;-8.45604X ;1x ;3x ;1,33881e-11; x ;1371x ;18x ;1x ;3x ;1,19552e-13; x ;1541x ;17x ;1x ;3x ;6,70597e-24; x ;91x ;3x ;3x 
-4.47096X ;-8.67732X ;1x ;3x ;1,26473e-11; x ;1337x ;18x ;0.999998x ;3x ;5,0174e-12; x ;1301x ;18x ;1x ;3x ;7,00213e-24; x ;91x ;3x ;3x 
1.02583X ;-7.61551X ;0.999998x ;3x ;1,01302e-11; x ;2399x ;31x ;0.999998x ;3x ;7,23172e-12; x ;1477x ;17x ;1x ;3x ;2,92944e-24; x ;91x ;3x ;3x 
-7.94909X ;-6.34234X ;1x ;3x ;1,44029e-11; x ;3897x ;49x ;1x ;3x ;2,13611e-13; x ;1055x ;14x ;1x ;3x ;7,85329e-24; x ;91x ;3x ;3x 
4.41187X ;-7.04787X ;1x ;3x ;1,28071e-11; x ;3373x ;42x ;1x ;3x ;1,58125e-12; x ;1107x ;16x ;1x ;3x ;1,50466e-24; x ;91x ;3x ;3x 
8.55598X ;-7.37681X ;1x ;3x ;1,04187e-11; x ;5203x ;65x ;0.999996x ;3x ;3,40933e-11; x ;2787x ;36x ;1x ;3x ;1,02686e-24; x ;103x ;3x ;3x 
